from_state,to_state,K_derived,K_empirical,diff
(21|39),(19|36),0.020917,0.013039,+0.007878
(21|39),(21|21),0.000001,0.000000,+0.000001
(21|39),(21|22),0.000004,0.000000,+0.000004
(21|39),(21|23),0.000005,0.000000,+0.000005
(21|39),(21|24),0.000009,0.000000,+0.000009
(21|39),(21|25),0.000017,0.000000,+0.000017
(21|39),(21|26),0.000038,0.000000,+0.000038
(21|39),(21|27),0.000075,0.000000,+0.000075
(21|39),(21|28),0.000156,0.001003,-0.000847
(21|39),(21|29),0.000331,0.000000,+0.000331
(21|39),(21|30),0.000644,0.002006,-0.001362
(21|39),(21|31),0.001312,0.003009,-0.001697
(21|39),(21|32),0.002654,0.004012,-0.001358
(21|39),(21|33),0.005218,0.003009,+0.002209
(21|39),(21|34),0.010420,0.013039,-0.002619
(21|39),(21|35),0.020933,0.021063,-0.000130
(21|39),(21|36),0.021056,0.012036,+0.009020
(21|39),(23|19),0.000001,0.000000,+0.000001
(21|39),(23|22),0.000001,0.000000,+0.000001
(21|39),(23|23),0.000005,0.000000,+0.000005
(21|39),(23|24),0.000006,0.000000,+0.000006
(21|39),(23|25),0.000015,0.000000,+0.000015
(21|39),(23|26),0.000041,0.000000,+0.000041
(21|39),(23|27),0.000075,0.000000,+0.000075
(21|39),(23|28),0.000151,0.000000,+0.000151
(21|39),(23|29),0.000305,0.000000,+0.000305
(21|39),(23|30),0.000648,0.000000,+0.000648
(21|39),(23|31),0.001310,0.000000,+0.001310
(21|39),(23|32),0.002553,0.003009,-0.000456
(21|39),(23|33),0.005176,0.002006,+0.003170
(21|39),(23|34),0.010327,0.018054,-0.007727
(21|39),(23|35),0.020545,0.032096,-0.011552
(21|39),(23|36),0.020591,0.020060,+0.000530
(21|39),(25|21),0.000003,0.000000,+0.000003
(21|39),(25|22),0.000005,0.000000,+0.000005
(21|39),(25|23),0.000008,0.000000,+0.000008
(21|39),(25|24),0.000014,0.000000,+0.000014
(21|39),(25|25),0.000020,0.000000,+0.000020
(21|39),(25|26),0.000035,0.000000,+0.000035
(21|39),(25|27),0.000076,0.000000,+0.000076
(21|39),(25|28),0.000167,0.000000,+0.000167
(21|39),(25|29),0.000347,0.000000,+0.000347
(21|39),(25|30),0.000659,0.000000,+0.000659
(21|39),(25|31),0.001299,0.002006,-0.000707
(21|39),(25|32),0.002601,0.004012,-0.001411
(21|39),(25|33),0.005210,0.004012,+0.001198
(21|39),(25|34),0.010455,0.008024,+0.002431
(21|39),(25|35),0.020771,0.021063,-0.000293
(21|39),(25|36),0.020592,0.014042,+0.006550
(21|39),(27|18),0.000000,0.001003,-0.001003
(21|39),(27|22),0.000003,0.000000,+0.000003
(21|39),(27|23),0.000004,0.000000,+0.000004
(21|39),(27|24),0.000009,0.000000,+0.000009
(21|39),(27|25),0.000019,0.000000,+0.000019
(21|39),(27|26),0.000039,0.000000,+0.000039
(21|39),(27|27),0.000079,0.000000,+0.000079
(21|39),(27|28),0.000143,0.001003,-0.000860
(21|39),(27|29),0.000328,0.000000,+0.000328
(21|39),(27|30),0.000651,0.001003,-0.000352
(21|39),(27|31),0.001309,0.001003,+0.000306
(21|39),(27|32),0.002629,0.005015,-0.002386
(21|39),(27|33),0.005199,0.004012,+0.001187
(21|39),(27|34),0.010391,0.016048,-0.005657
(21|39),(27|35),0.020821,0.017051,+0.003770
(21|39),(27|36),0.020860,0.016048,+0.004812
(21|39),(29|18),0.000001,0.000000,+0.000001
(21|39),(29|21),0.000002,0.000000,+0.000002
(21|39),(29|22),0.000002,0.000000,+0.000002
(21|39),(29|23),0.000003,0.000000,+0.000003
(21|39),(29|24),0.000007,0.000000,+0.000007
(21|39),(29|25),0.000016,0.000000,+0.000016
(21|39),(29|26),0.000042,0.002006,-0.001964
(21|39),(29|27),0.000102,0.000000,+0.000102
(21|39),(29|28),0.000176,0.001003,-0.000827
(21|39),(29|29),0.000311,0.000000,+0.000311
(21|39),(29|30),0.000644,0.002006,-0.001362
(21|39),(29|31),0.001293,0.000000,+0.001293
(21|39),(29|32),0.002624,0.003009,-0.000385
(21|39),(29|33),0.005277,0.006018,-0.000741
(21|39),(29|34),0.010451,0.012036,-0.001585
(21|39),(29|35),0.020927,0.022066,-0.001139
(21|39),(29|36),0.020743,0.024072,-0.003330
(21|39),(31|22),0.000001,0.000000,+0.000001
(21|39),(31|23),0.000003,0.000000,+0.000003
(21|39),(31|24),0.000011,0.000000,+0.000011
(21|39),(31|25),0.000029,0.000000,+0.000029
(21|39),(31|26),0.000053,0.001003,-0.000950
(21|39),(31|27),0.000075,0.000000,+0.000075
(21|39),(31|28),0.000147,0.001003,-0.000856
(21|39),(31|29),0.000304,0.001003,-0.000699
(21|39),(31|30),0.000655,0.002006,-0.001351
(21|39),(31|31),0.001290,0.003009,-0.001719
(21|39),(31|32),0.002539,0.002006,+0.000533
(21|39),(31|33),0.005209,0.003009,+0.002200
(21|39),(31|34),0.010532,0.015045,-0.004513
(21|39),(31|35),0.020894,0.022066,-0.001172
(21|39),(31|36),0.020695,0.010030,+0.010665
(21|40),(1|21),0.000001,0.000000,+0.000001
(21|40),(1|23),0.000004,0.000000,+0.000004
(21|40),(1|24),0.000008,0.000000,+0.000008
(21|40),(1|25),0.000011,0.000000,+0.000011
(21|40),(1|26),0.000027,0.000000,+0.000027
(21|40),(1|27),0.000049,0.000000,+0.000049
(21|40),(1|28),0.000075,0.000000,+0.000075
(21|40),(1|29),0.000167,0.000000,+0.000167
(21|40),(1|30),0.000328,0.000000,+0.000328
(21|40),(1|31),0.000659,0.000000,+0.000659
(21|40),(1|32),0.001289,0.000000,+0.001289
(21|40),(1|33),0.002565,0.005825,-0.003260
(21|40),(1|34),0.005240,0.001942,+0.003298
(21|40),(1|35),0.010385,0.009709,+0.000676
(21|40),(1|36),0.020821,0.031068,-0.010247
(21|40),(1|37),0.021073,0.019417,+0.001656
(21|40),(3|21),0.000001,0.000000,+0.000001
(21|40),(3|23),0.000004,0.000000,+0.000004
(21|40),(3|24),0.000011,0.000000,+0.000011
(21|40),(3|25),0.000006,0.000000,+0.000006
(21|40),(3|26),0.000010,0.000000,+0.000010
(21|40),(3|27),0.000043,0.000000,+0.000043
(21|40),(3|28),0.000093,0.000000,+0.000093
(21|40),(3|29),0.000158,0.000000,+0.000158
(21|40),(3|30),0.000303,0.000000,+0.000303
(21|40),(3|31),0.000621,0.000000,+0.000621
(21|40),(3|32),0.001328,0.000000,+0.001328
(21|40),(3|33),0.002749,0.003883,-0.001135
(21|40),(3|34),0.005343,0.001942,+0.003402
(21|40),(3|35),0.010455,0.009709,+0.000746
(21|40),(3|36),0.020950,0.021359,-0.000409
(21|40),(3|37),0.021079,0.007767,+0.013312
(21|40),(5|19),0.000002,0.000000,+0.000002
(21|40),(5|20),0.000002,0.000000,+0.000002
(21|40),(5|21),0.000001,0.000000,+0.000001
(21|40),(5|23),0.000002,0.000000,+0.000002
(21|40),(5|24),0.000009,0.000000,+0.000009
(21|40),(5|25),0.000015,0.000000,+0.000015
(21|40),(5|26),0.000025,0.000000,+0.000025
(21|40),(5|27),0.000046,0.000000,+0.000046
(21|40),(5|28),0.000079,0.000000,+0.000079
(21|40),(5|29),0.000154,0.000000,+0.000154
(21|40),(5|30),0.000318,0.000000,+0.000318
(21|40),(5|31),0.000658,0.000000,+0.000658
(21|40),(5|32),0.001277,0.001942,-0.000665
(21|40),(5|33),0.002528,0.001942,+0.000586
(21|40),(5|34),0.005289,0.007767,-0.002478
(21|40),(5|35),0.010479,0.009709,+0.000771
(21|40),(5|36),0.020732,0.036893,-0.016161
(21|40),(5|37),0.020885,0.023301,-0.002416
(21|40),(7|16),0.000001,0.000000,+0.000001
(21|40),(7|18),0.000001,0.000000,+0.000001
(21|40),(7|24),0.000004,0.000000,+0.000004
(21|40),(7|25),0.000014,0.000000,+0.000014
(21|40),(7|26),0.000021,0.000000,+0.000021
(21|40),(7|27),0.000047,0.000000,+0.000047
(21|40),(7|28),0.000101,0.000000,+0.000101
(21|40),(7|29),0.000171,0.000000,+0.000171
(21|40),(7|30),0.000333,0.000000,+0.000333
(21|40),(7|31),0.000636,0.000000,+0.000636
(21|40),(7|32),0.001234,0.000000,+0.001234
(21|40),(7|33),0.002533,0.005825,-0.003292
(21|40),(7|34),0.005159,0.003883,+0.001276
(21|40),(7|35),0.010281,0.009709,+0.000573
(21|40),(7|36),0.020614,0.011650,+0.008964
(21|40),(7|37),0.020620,0.007767,+0.012853
(21|40),(9|23),0.000002,0.000000,+0.000002
(21|40),(9|24),0.000006,0.000000,+0.000006
(21|40),(9|25),0.000015,0.000000,+0.000015
(21|40),(9|26),0.000021,0.000000,+0.000021
(21|40),(9|27),0.000041,0.000000,+0.000041
(21|40),(9|28),0.000083,0.000000,+0.000083
(21|40),(9|29),0.000159,0.001942,-0.001783
(21|40),(9|30),0.000334,0.000000,+0.000334
(21|40),(9|31),0.000659,0.000000,+0.000659
(21|40),(9|32),0.001287,0.001942,-0.000655
(21|40),(9|33),0.002611,0.000000,+0.002611
(21|40),(9|34),0.005223,0.003883,+0.001340
(21|40),(9|35),0.010483,0.019417,-0.008935
(21|40),(9|36),0.020931,0.031068,-0.010137
(21|40),(9|37),0.020885,0.013592,+0.007293
(21|40),(11|24),0.000004,0.000000,+0.000004
(21|40),(11|25),0.000013,0.000000,+0.000013
(21|40),(11|26),0.000026,0.000000,+0.000026
(21|40),(11|27),0.000045,0.000000,+0.000045
(21|40),(11|28),0.000081,0.000000,+0.000081
(21|40),(11|29),0.000166,0.001942,-0.001776
(21|40),(11|30),0.000353,0.000000,+0.000353
(21|40),(11|31),0.000683,0.000000,+0.000683
(21|40),(11|32),0.001349,0.001942,-0.000593
(21|40),(11|33),0.002595,0.001942,+0.000654
(21|40),(11|34),0.005227,0.005825,-0.000599
(21|40),(11|35),0.010500,0.017476,-0.006976
(21|40),(11|36),0.021058,0.015534,+0.005524
(21|40),(11|37),0.021033,0.017476,+0.003558
(21|40),(13|23),0.000001,0.000000,+0.000001
(21|40),(13|24),0.000006,0.000000,+0.000006
(21|40),(13|25),0.000013,0.000000,+0.000013
(21|40),(13|26),0.000021,0.000000,+0.000021
(21|40),(13|27),0.000037,0.000000,+0.000037
(21|40),(13|28),0.000085,0.000000,+0.000085
(21|40),(13|29),0.000163,0.000000,+0.000163
(21|40),(13|30),0.000315,0.001942,-0.001626
(21|40),(13|31),0.000656,0.000000,+0.000656
(21|40),(13|32),0.001313,0.000000,+0.001313
(21|40),(13|33),0.002597,0.003883,-0.001286
(21|40),(13|34),0.005165,0.001942,+0.003223
(21|40),(13|35),0.010390,0.009709,+0.000681
(21|40),(13|36),0.020735,0.029126,-0.008391
(21|40),(13|37),0.020620,0.017476,+0.003144
(21|40),(15|21),0.000002,0.000000,+0.000002
(21|40),(15|22),0.000004,0.000000,+0.000004
(21|40),(15|24),0.000003,0.000000,+0.000003
(21|40),(15|25),0.000009,0.000000,+0.000009
(21|40),(15|26),0.000017,0.000000,+0.000017
(21|40),(15|27),0.000039,0.000000,+0.000039
(21|40),(15|28),0.000070,0.000000,+0.000070
(21|40),(15|29),0.000153,0.001942,-0.001789
(21|40),(15|30),0.000353,0.001942,-0.001589
(21|40),(15|31),0.000663,0.000000,+0.000663
(21|40),(15|32),0.001281,0.000000,+0.001281
(21|40),(15|33),0.002563,0.005825,-0.003262
(21|40),(15|34),0.005055,0.003883,+0.001172
(21|40),(15|35),0.010459,0.013592,-0.003133
(21|40),(15|36),0.021032,0.013592,+0.007440
(21|40),(15|37),0.021011,0.009709,+0.011302
(21|40),(17|24),0.000001,0.000000,+0.000001
(21|40),(17|25),0.000005,0.000000,+0.000005
(21|40),(17|26),0.000011,0.000000,+0.000011
(21|40),(17|27),0.000035,0.000000,+0.000035
(21|40),(17|28),0.000080,0.000000,+0.000080
(21|40),(17|29),0.000152,0.000000,+0.000152
(21|40),(17|30),0.000318,0.001942,-0.001624
(21|40),(17|31),0.000661,0.003883,-0.003222
(21|40),(17|32),0.001305,0.000000,+0.001305
(21|40),(17|33),0.002615,0.001942,+0.000674
(21|40),(17|34),0.005224,0.000000,+0.005224
(21|40),(17|35),0.010471,0.015534,-0.005063
(21|40),(17|36),0.020783,0.015534,+0.005249
(21|40),(17|37),0.020644,0.015534,+0.005110
(21|40),(19|21),0.000001,0.000000,+0.000001
(21|40),(19|23),0.000003,0.000000,+0.000003
(21|40),(19|24),0.000008,0.000000,+0.000008
(21|40),(19|25),0.000015,0.000000,+0.000015
(21|40),(19|26),0.000023,0.000000,+0.000023
(21|40),(19|27),0.000032,0.000000,+0.000032
(21|40),(19|28),0.000073,0.000000,+0.000073
(21|40),(19|29),0.000175,0.000000,+0.000175
(21|40),(19|30),0.000329,0.001942,-0.001613
(21|40),(19|31),0.000619,0.003883,-0.003264
(21|40),(19|32),0.001271,0.000000,+0.001271
(21|40),(19|33),0.002557,0.007767,-0.005210
(21|40),(19|34),0.005130,0.013592,-0.008462
(21|40),(19|35),0.010384,0.007767,+0.002617
(21|40),(19|36),0.020883,0.025243,-0.004360
(21|40),(19|37),0.020917,0.011650,+0.009267
(21|40),(21|22),0.000001,0.000000,+0.000001
(21|40),(21|23),0.000004,0.000000,+0.000004
(21|40),(21|24),0.000005,0.000000,+0.000005
(21|40),(21|25),0.000009,0.000000,+0.000009
(21|40),(21|26),0.000017,0.000000,+0.000017
(21|40),(21|27),0.000038,0.000000,+0.000038
(21|40),(21|28),0.000075,0.000000,+0.000075
(21|40),(21|29),0.000156,0.000000,+0.000156
(21|40),(21|30),0.000331,0.000000,+0.000331
(21|40),(21|31),0.000644,0.000000,+0.000644
(21|40),(21|32),0.001312,0.001942,-0.000630
(21|40),(21|33),0.002654,0.007767,-0.005113
(21|40),(21|34),0.005218,0.001942,+0.003276
(21|40),(21|35),0.010420,0.003883,+0.006537
(21|40),(21|36),0.020933,0.023301,-0.002368
(21|40),(21|37),0.021056,0.011650,+0.009406
(21|40),(23|20),0.000001,0.000000,+0.000001
(21|40),(23|23),0.000001,0.000000,+0.000001
(21|40),(23|24),0.000005,0.000000,+0.000005
(21|40),(23|25),0.000006,0.000000,+0.000006
(21|40),(23|26),0.000015,0.000000,+0.000015
(21|40),(23|27),0.000041,0.000000,+0.000041
(21|40),(23|28),0.000075,0.000000,+0.000075
(21|40),(23|29),0.000151,0.000000,+0.000151
(21|40),(23|30),0.000305,0.000000,+0.000305
(21|40),(23|31),0.000648,0.000000,+0.000648
(21|40),(23|32),0.001310,0.000000,+0.001310
(21|40),(23|33),0.002553,0.003883,-0.001331
(21|40),(23|34),0.005176,0.011650,-0.006474
(21|40),(23|35),0.010327,0.009709,+0.000619
(21|40),(23|36),0.020545,0.036893,-0.016349
(21|40),(23|37),0.020591,0.019417,+0.001173
(21|40),(25|22),0.000003,0.000000,+0.000003
(21|40),(25|23),0.000005,0.000000,+0.000005
(21|40),(25|24),0.000008,0.000000,+0.000008
(21|40),(25|25),0.000014,0.000000,+0.000014
(21|40),(25|26),0.000020,0.000000,+0.000020
(21|40),(25|27),0.000035,0.000000,+0.000035
(21|40),(25|28),0.000076,0.000000,+0.000076
(21|40),(25|29),0.000167,0.000000,+0.000167
(21|40),(25|30),0.000347,0.000000,+0.000347
(21|40),(25|31),0.000659,0.000000,+0.000659
(21|40),(25|32),0.001299,0.001942,-0.000642
(21|40),(25|33),0.002601,0.007767,-0.005166
(21|40),(25|34),0.005210,0.007767,-0.002557
(21|40),(25|35),0.010455,0.005825,+0.004629
(21|40),(25|36),0.020771,0.038835,-0.018064
(21|40),(25|37),0.020592,0.013592,+0.007000
(21|40),(27|23),0.000003,0.000000,+0.000003
(21|40),(27|24),0.000004,0.000000,+0.000004
(21|40),(27|25),0.000009,0.000000,+0.000009
(21|40),(27|26),0.000019,0.000000,+0.000019
(21|40),(27|27),0.000039,0.000000,+0.000039
(21|40),(27|28),0.000079,0.000000,+0.000079
(21|40),(27|29),0.000143,0.000000,+0.000143
(21|40),(27|30),0.000328,0.000000,+0.000328
(21|40),(27|31),0.000651,0.000000,+0.000651
(21|40),(27|32),0.001309,0.000000,+0.001309
(21|40),(27|33),0.002629,0.001942,+0.000687
(21|40),(27|34),0.005199,0.001942,+0.003258
(21|40),(27|35),0.010391,0.015534,-0.005143
(21|40),(27|36),0.020821,0.025243,-0.004422
(21|40),(27|37),0.020860,0.017476,+0.003384
(21|40),(29|19),0.000001,0.000000,+0.000001
(21|40),(29|22),0.000002,0.000000,+0.000002
(21|40),(29|23),0.000002,0.000000,+0.000002
(21|40),(29|24),0.000003,0.000000,+0.000003
(21|40),(29|25),0.000007,0.000000,+0.000007
(21|40),(29|26),0.000016,0.000000,+0.000016
(21|40),(29|27),0.000042,0.000000,+0.000042
(21|40),(29|28),0.000102,0.000000,+0.000102
(21|40),(29|29),0.000176,0.000000,+0.000176
(21|40),(29|30),0.000311,0.000000,+0.000311
(21|40),(29|31),0.000644,0.000000,+0.000644
(21|40),(29|32),0.001293,0.000000,+0.001293
(21|40),(29|33),0.002624,0.003883,-0.001259
(21|40),(29|34),0.005277,0.000000,+0.005277
(21|40),(29|35),0.010451,0.017476,-0.007024
(21|40),(29|36),0.020927,0.021359,-0.000432
(21|40),(29|37),0.020743,0.011650,+0.009092
(21|40),(31|23),0.000001,0.000000,+0.000001
(21|40),(31|24),0.000003,0.000000,+0.000003
(21|40),(31|25),0.000011,0.000000,+0.000011
(21|40),(31|26),0.000029,0.000000,+0.000029
(21|40),(31|27),0.000053,0.000000,+0.000053
(21|40),(31|28),0.000075,0.000000,+0.000075
(21|40),(31|29),0.000147,0.000000,+0.000147
(21|40),(31|30),0.000304,0.000000,+0.000304
(21|40),(31|31),0.000655,0.001942,-0.001286
(21|40),(31|32),0.001290,0.003883,-0.002593
(21|40),(31|33),0.002539,0.000000,+0.002539
(21|40),(31|34),0.005209,0.005825,-0.000616
(21|40),(31|35),0.010532,0.013592,-0.003060
(21|40),(31|36),0.020894,0.027184,-0.006290
(21|40),(31|37),0.020695,0.015534,+0.005161
(21|41),(1|22),0.000001,0.000000,+0.000001
(21|41),(1|24),0.000004,0.000000,+0.000004
(21|41),(1|25),0.000008,0.000000,+0.000008
(21|41),(1|26),0.000011,0.000000,+0.000011
(21|41),(1|27),0.000027,0.000000,+0.000027
(21|41),(1|28),0.000049,0.000000,+0.000049
(21|41),(1|29),0.000075,0.000000,+0.000075
(21|41),(1|30),0.000167,0.000000,+0.000167
(21|41),(1|31),0.000328,0.000000,+0.000328
(21|41),(1|32),0.000659,0.000000,+0.000659
(21|41),(1|33),0.001289,0.000000,+0.001289
(21|41),(1|34),0.002565,0.000000,+0.002565
(21|41),(1|35),0.005240,0.004016,+0.001224
(21|41),(1|36),0.010385,0.004016,+0.006369
(21|41),(1|37),0.020821,0.024096,-0.003276
(21|41),(1|38),0.021073,0.016064,+0.005009
(21|41),(3|22),0.000001,0.000000,+0.000001
(21|41),(3|24),0.000004,0.000000,+0.000004
(21|41),(3|25),0.000011,0.000000,+0.000011
(21|41),(3|26),0.000006,0.000000,+0.000006
(21|41),(3|27),0.000010,0.000000,+0.000010
(21|41),(3|28),0.000043,0.000000,+0.000043
(21|41),(3|29),0.000093,0.000000,+0.000093
(21|41),(3|30),0.000158,0.000000,+0.000158
(21|41),(3|31),0.000303,0.000000,+0.000303
(21|41),(3|32),0.000621,0.000000,+0.000621
(21|41),(3|33),0.001328,0.000000,+0.001328
(21|41),(3|34),0.002749,0.000000,+0.002749
(21|41),(3|35),0.005343,0.004016,+0.001327
(21|41),(3|36),0.010455,0.008032,+0.002423
(21|41),(3|37),0.020950,0.016064,+0.004886
(21|41),(3|38),0.021079,0.012048,+0.009030
(21|41),(5|20),0.000002,0.000000,+0.000002
(21|41),(5|21),0.000002,0.000000,+0.000002
(21|41),(5|22),0.000001,0.000000,+0.000001
(21|41),(5|24),0.000002,0.000000,+0.000002
(21|41),(5|25),0.000009,0.000000,+0.000009
(21|41),(5|26),0.000015,0.000000,+0.000015
(21|41),(5|27),0.000025,0.000000,+0.000025
(21|41),(5|28),0.000046,0.000000,+0.000046
(21|41),(5|29),0.000079,0.000000,+0.000079
(21|41),(5|30),0.000154,0.004016,-0.003862
(21|41),(5|31),0.000318,0.000000,+0.000318
(21|41),(5|32),0.000658,0.000000,+0.000658
(21|41),(5|33),0.001277,0.000000,+0.001277
(21|41),(5|34),0.002528,0.008032,-0.005504
(21|41),(5|35),0.005289,0.016064,-0.010776
(21|41),(5|36),0.010479,0.028112,-0.017633
(21|41),(5|37),0.020732,0.032129,-0.011397
(21|41),(5|38),0.020885,0.008032,+0.012853
(21|41),(7|17),0.000001,0.000000,+0.000001
(21|41),(7|19),0.000001,0.000000,+0.000001
(21|41),(7|25),0.000004,0.000000,+0.000004
(21|41),(7|26),0.000014,0.000000,+0.000014
(21|41),(7|27),0.000021,0.000000,+0.000021
(21|41),(7|28),0.000047,0.000000,+0.000047
(21|41),(7|29),0.000101,0.000000,+0.000101
(21|41),(7|30),0.000171,0.000000,+0.000171
(21|41),(7|31),0.000333,0.000000,+0.000333
(21|41),(7|32),0.000636,0.000000,+0.000636
(21|41),(7|33),0.001234,0.000000,+0.001234
(21|41),(7|34),0.002533,0.000000,+0.002533
(21|41),(7|35),0.005159,0.004016,+0.001143
(21|41),(7|36),0.010281,0.016064,-0.005783
(21|41),(7|37),0.020614,0.020080,+0.000534
(21|41),(7|38),0.020620,0.020080,+0.000540
(21|41),(9|24),0.000002,0.000000,+0.000002
(21|41),(9|25),0.000006,0.000000,+0.000006
(21|41),(9|26),0.000015,0.000000,+0.000015
(21|41),(9|27),0.000021,0.000000,+0.000021
(21|41),(9|28),0.000041,0.000000,+0.000041
(21|41),(9|29),0.000083,0.000000,+0.000083
(21|41),(9|30),0.000159,0.000000,+0.000159
(21|41),(9|31),0.000334,0.000000,+0.000334
(21|41),(9|32),0.000659,0.000000,+0.000659
(21|41),(9|33),0.001287,0.000000,+0.001287
(21|41),(9|34),0.002611,0.000000,+0.002611
(21|41),(9|35),0.005223,0.000000,+0.005223
(21|41),(9|36),0.010483,0.016064,-0.005582
(21|41),(9|37),0.020931,0.008032,+0.012899
(21|41),(9|38),0.020885,0.016064,+0.004821
(21|41),(11|25),0.000004,0.000000,+0.000004
(21|41),(11|26),0.000013,0.000000,+0.000013
(21|41),(11|27),0.000026,0.000000,+0.000026
(21|41),(11|28),0.000045,0.000000,+0.000045
(21|41),(11|29),0.000081,0.000000,+0.000081
(21|41),(11|30),0.000166,0.000000,+0.000166
(21|41),(11|31),0.000353,0.000000,+0.000353
(21|41),(11|32),0.000683,0.000000,+0.000683
(21|41),(11|33),0.001349,0.000000,+0.001349
(21|41),(11|34),0.002595,0.000000,+0.002595
(21|41),(11|35),0.005227,0.008032,-0.002805
(21|41),(11|36),0.010500,0.012048,-0.001548
(21|41),(11|37),0.021058,0.028112,-0.007054
(21|41),(11|38),0.021033,0.032129,-0.011095
(21|41),(13|24),0.000001,0.000000,+0.000001
(21|41),(13|25),0.000006,0.000000,+0.000006
(21|41),(13|26),0.000013,0.000000,+0.000013
(21|41),(13|27),0.000021,0.000000,+0.000021
(21|41),(13|28),0.000037,0.000000,+0.000037
(21|41),(13|29),0.000085,0.000000,+0.000085
(21|41),(13|30),0.000163,0.000000,+0.000163
(21|41),(13|31),0.000315,0.000000,+0.000315
(21|41),(13|32),0.000656,0.000000,+0.000656
(21|41),(13|33),0.001313,0.000000,+0.001313
(21|41),(13|34),0.002597,0.004016,-0.001419
(21|41),(13|35),0.005165,0.000000,+0.005165
(21|41),(13|36),0.010390,0.012048,-0.001658
(21|41),(13|37),0.020735,0.028112,-0.007377
(21|41),(13|38),0.020620,0.008032,+0.012588
(21|41),(15|22),0.000002,0.000000,+0.000002
(21|41),(15|23),0.000004,0.000000,+0.000004
(21|41),(15|25),0.000003,0.000000,+0.000003
(21|41),(15|26),0.000009,0.000000,+0.000009
(21|41),(15|27),0.000017,0.000000,+0.000017
(21|41),(15|28),0.000039,0.000000,+0.000039
(21|41),(15|29),0.000070,0.000000,+0.000070
(21|41),(15|30),0.000153,0.004016,-0.003863
(21|41),(15|31),0.000353,0.000000,+0.000353
(21|41),(15|32),0.000663,0.004016,-0.003353
(21|41),(15|33),0.001281,0.004016,-0.002735
(21|41),(15|34),0.002563,0.008032,-0.005469
(21|41),(15|35),0.005055,0.016064,-0.011009
(21|41),(15|36),0.010459,0.008032,+0.002427
(21|41),(15|37),0.021032,0.024096,-0.003064
(21|41),(15|38),0.021011,0.020080,+0.000930
(21|41),(17|25),0.000001,0.000000,+0.000001
(21|41),(17|26),0.000005,0.000000,+0.000005
(21|41),(17|27),0.000011,0.000000,+0.000011
(21|41),(17|28),0.000035,0.000000,+0.000035
(21|41),(17|29),0.000080,0.000000,+0.000080
(21|41),(17|30),0.000152,0.000000,+0.000152
(21|41),(17|31),0.000318,0.000000,+0.000318
(21|41),(17|32),0.000661,0.000000,+0.000661
(21|41),(17|33),0.001305,0.000000,+0.001305
(21|41),(17|34),0.002615,0.004016,-0.001401
(21|41),(17|35),0.005224,0.004016,+0.001208
(21|41),(17|36),0.010471,0.024096,-0.013626
(21|41),(17|37),0.020783,0.032129,-0.011345
(21|41),(17|38),0.020644,0.000000,+0.020644
(21|41),(19|22),0.000001,0.000000,+0.000001
(21|41),(19|24),0.000003,0.000000,+0.000003
(21|41),(19|25),0.000008,0.000000,+0.000008
(21|41),(19|26),0.000015,0.000000,+0.000015
(21|41),(19|27),0.000023,0.000000,+0.000023
(21|41),(19|28),0.000032,0.000000,+0.000032
(21|41),(19|29),0.000073,0.000000,+0.000073
(21|41),(19|30),0.000175,0.000000,+0.000175
(21|41),(19|31),0.000329,0.000000,+0.000329
(21|41),(19|32),0.000619,0.000000,+0.000619
(21|41),(19|33),0.001271,0.000000,+0.001271
(21|41),(19|34),0.002557,0.000000,+0.002557
(21|41),(19|35),0.005130,0.000000,+0.005130
(21|41),(19|36),0.010384,0.008032,+0.002352
(21|41),(19|37),0.020883,0.032129,-0.011246
(21|41),(19|38),0.020917,0.012048,+0.008869
(21|41),(21|23),0.000001,0.000000,+0.000001
(21|41),(21|24),0.000004,0.000000,+0.000004
(21|41),(21|25),0.000005,0.000000,+0.000005
(21|41),(21|26),0.000009,0.000000,+0.000009
(21|41),(21|27),0.000017,0.000000,+0.000017
(21|41),(21|28),0.000038,0.000000,+0.000038
(21|41),(21|29),0.000075,0.000000,+0.000075
(21|41),(21|30),0.000156,0.000000,+0.000156
(21|41),(21|31),0.000331,0.000000,+0.000331
(21|41),(21|32),0.000644,0.000000,+0.000644
(21|41),(21|33),0.001312,0.004016,-0.002704
(21|41),(21|34),0.002654,0.012048,-0.009394
(21|41),(21|35),0.005218,0.000000,+0.005218
(21|41),(21|36),0.010420,0.012048,-0.001628
(21|41),(21|37),0.020933,0.028112,-0.007179
(21|41),(21|38),0.021056,0.016064,+0.004992
(21|41),(23|21),0.000001,0.000000,+0.000001
(21|41),(23|24),0.000001,0.000000,+0.000001
(21|41),(23|25),0.000005,0.000000,+0.000005
(21|41),(23|26),0.000006,0.000000,+0.000006
(21|41),(23|27),0.000015,0.000000,+0.000015
(21|41),(23|28),0.000041,0.000000,+0.000041
(21|41),(23|29),0.000075,0.004016,-0.003941
(21|41),(23|30),0.000151,0.000000,+0.000151
(21|41),(23|31),0.000305,0.000000,+0.000305
(21|41),(23|32),0.000648,0.000000,+0.000648
(21|41),(23|33),0.001310,0.004016,-0.002706
(21|41),(23|34),0.002553,0.000000,+0.002553
(21|41),(23|35),0.005176,0.000000,+0.005176
(21|41),(23|36),0.010327,0.020080,-0.009753
(21|41),(23|37),0.020545,0.036145,-0.015600
(21|41),(23|38),0.020591,0.016064,+0.004526
(21|41),(25|23),0.000003,0.000000,+0.000003
